player,position,price_lakhs,price_dollars_thousands,team
Shivam Mavi,AR,300,416,KOLKATA KNIGHT RIDERS
Prithvi Raj,BOW,20,27,KOLKATA KNIGHT RIDERS
Joe Denly,BAT,100,138,KOLKATA KNIGHT RIDERS
Sunil Narine,BOW,1250,1736,KOLKATA KNIGHT RIDERS
Harry Gurney,BOW,75,104,KOLKATA KNIGHT RIDERS
Andre Russell,AR,850,1180,KOLKATA KNIGHT RIDERS
Shrikant Mundhe,AR,20,27,KOLKATA KNIGHT RIDERS
Dinesh Karthik,BAT/WK,740,1027,KOLKATA KNIGHT RIDERS
Chris Lynn,BAT,960,1333,KOLKATA KNIGHT RIDERS
Piyush Chawla,BOW,420,583,KOLKATA KNIGHT RIDERS
Robin Uthappa,BAT/WK,640,888,KOLKATA KNIGHT RIDERS
Carlos Brathwaite,AR,500,694,KOLKATA KNIGHT RIDERS
Anrich Nortje,BOW,20,27,KOLKATA KNIGHT RIDERS
Lockie Ferguson,BOW,160,222,KOLKATA KNIGHT RIDERS
Nikhil Naik,BAT/WK,20,27,KOLKATA KNIGHT RIDERS
Kuldeep Yadav,BOW,580,805,KOLKATA KNIGHT RIDERS
Nitish Rana,AR,340,472,KOLKATA KNIGHT RIDERS
Rinku Singh,BAT,80,111,KOLKATA KNIGHT RIDERS
Prasidh Krishna,BOW,20,27,KOLKATA KNIGHT RIDERS
Agnivesh Ayachi,AR,20,27,PUNJAB KINGS
Varun Chakravarthy,AR,840,1166,PUNJAB KINGS
Darshan Nalkande,AR,30,41,PUNJAB KINGS
Arshdeep Singh,BOW,20,27,PUNJAB KINGS
Prabhsimran Singh,BAT/WK,480,666,PUNJAB KINGS
Harpreet Brar,AR,20,27,PUNJAB KINGS
R Ashwin,AR,760,1055,PUNJAB KINGS
David Miller,BAT,300,416,PUNJAB KINGS
Hardus Viljoen,BOW,75,104,PUNJAB KINGS
Mayank Agarwal,BAT,100,138,PUNJAB KINGS
Karun Nair,BAT,560,777,PUNJAB KINGS
Mandeep Singh,BAT,140,194,PUNJAB KINGS
KL Rahul,BAT/WK,1100,1527,PUNJAB KINGS
Andrew Tye,BOW,720,1000,PUNJAB KINGS
Mohammed Shami,BOW,480,666,PUNJAB KINGS
Chris Gayle,BAT,200,277,PUNJAB KINGS
Murugan Ashwin,BOW,20,27,PUNJAB KINGS
Ankit Rajpoot,BOW,300,416,PUNJAB KINGS
Moises Henriques,AR,100,138,PUNJAB KINGS
Nicholas Pooran,BAT/WK,420,583,PUNJAB KINGS
Sarfaraz Khan,AR,25,34,PUNJAB KINGS
Sam Curran,AR,720,1000,PUNJAB KINGS
Mujeeb Ur Rahman,BOW,400,555,PUNJAB KINGS
Narayan Jagadeesan,BAT/WK,20,27,CHENNAI SUPER KINGS
Ruturaj Gaikwad,BAT,20,27,CHENNAI SUPER KINGS
KM Asif,BOW,40,55,CHENNAI SUPER KINGS
Ravindra Jadela,AR,700,972,CHENNAI SUPER KINGS
M Vijay,BAT,200,277,CHENNAI SUPER KINGS
MS Dhoni,BAT/WK,1500,2083,CHENNAI SUPER KINGS
Kedar Jadhav,AR,780,1083,CHENNAI SUPER KINGS
Harbhajan Singh,BOW,200,277,CHENNAI SUPER KINGS
Sam Billings,BAT/WK,100,138,CHENNAI SUPER KINGS
Karn Sharma,BOW,500,694,CHENNAI SUPER KINGS
David Willey,AR,200,277,CHENNAI SUPER KINGS
Ambati Rayudu,BAT/WK,220,305,CHENNAI SUPER KINGS
Suresh Raina,BAT,1100,1527,CHENNAI SUPER KINGS
Imran Tahir,BOW,100,138,CHENNAI SUPER KINGS
Deepak Chahar,AR,80,111,CHENNAI SUPER KINGS
Faf du Plessis,BAT,160,222,CHENNAI SUPER KINGS
Shardul Thakur,BOW,260,361,CHENNAI SUPER KINGS
Mitchell Santner,AR,50,69,CHENNAI SUPER KINGS
Dwayne Bravo,AR,640,888,CHENNAI SUPER KINGS
Mohit Sharma,BOW,500,694,CHENNAI SUPER KINGS
Lungi Ngidi,BOW,50,69,CHENNAI SUPER KINGS
Dhruv Shorey,AR,20,27,CHENNAI SUPER KINGS
Chaitanya Bishnoi,AR,20,27,CHENNAI SUPER KINGS
Monu Kumar,BOW,20,27,CHENNAI SUPER KINGS
Shane Watson,AR,400,555,CHENNAI SUPER KINGS
Prithvi Shaw,BAT,120,166,DELHI CAPITALS
Manjot Kalra,BAT,20,27,DELHI CAPITALS
Colin Munro,AR,190,263,DELHI CAPITALS
Ishant Sharma,BOW,110,152,DELHI CAPITALS
Jalaj Saxena,AR,20,27,DELHI CAPITALS
Trent Boult,BOW,220,305,DELHI CAPITALS
Shikhar Dhawan,BAT,520,722,DELHI CAPITALS
Amit Mishra,BOW,400,555,DELHI CAPITALS
Harshal Patel,AR,20,27,DELHI CAPITALS
Rahul Tewatia,AR,300,416,DELHI CAPITALS
Chris Morris,AR,1100,1527,DELHI CAPITALS
Hanuma Vihari,BAT,200,277,DELHI CAPITALS
Colin Ingram,BAT,640,888,DELHI CAPITALS
Kagiso Rabada,BOW,420,583,DELHI CAPITALS
Axar Patel,AR,500,694,DELHI CAPITALS
Bandaru Ayyappa,BOW,20,27,DELHI CAPITALS
Ankush Bains,BAT/WK,20,27,DELHI CAPITALS
Shreyas lyer,BAT,700,972,DELHI CAPITALS
Keemo Paul,AR,50,69,DELHI CAPITALS
Avesh Khan,BOW,70,97,DELHI CAPITALS
Nathu Singh,BOW,20,27,DELHI CAPITALS
Sherfane Rutherford,AR,200,277,DELHI CAPITALS
Rishabh Pant,BAT/WK,1500,2083,DELHI CAPITALS
Sandeep Lamichhane,BOW,20,27,DELHI CAPITALS
Riyan Parag,AR,20,27,RAJASTHAN ROYALS
Aryaman Birla,BAT,30,41,RAJASTHAN ROYALS
S Midhun,AR,20,27,RAJASTHAN ROYALS
Steven Smith,BAT,1250,1736,RAJASTHAN ROYALS
Stuart Binny,AR,50,69,RAJASTHAN ROYALS
Ajinkya Rahane,BAT,400,555,RAJASTHAN ROYALS
Dhawal Kulkarni,BOW,75,104,RAJASTHAN ROYALS
Jos Buttler,BAT/WK,440,611,RAJASTHAN ROYALS
Ben Stokes,AR,1250,1736,RAJASTHAN ROYALS
Shreyas Gopal,AR,20,27,RAJASTHAN ROYALS
Varun Aaron,BOW,240,333,RAJASTHAN ROYALS
Shashank Singh,AR,30,41,RAJASTHAN ROYALS
Jaydev Unadkat,BOW,840,1166,RAJASTHAN ROYALS
Liam Livingstone,AR,50,69,RAJASTHAN ROYALS
K Gowtham,BOW,620,861,RAJASTHAN ROYALS
Sanju Samson,BAT/WK,800,1111,RAJASTHAN ROYALS
Rahul Tripathi,BAT,340,472,RAJASTHAN ROYALS
Prashant Chopra,BAT/WK,20,27,RAJASTHAN ROYALS
Ashton Turner,AR,50,69,RAJASTHAN ROYALS
Manan Vohra,BAT,20,27,RAJASTHAN ROYALS
Shubham Ranjane,AR,20,27,RAJASTHAN ROYALS
Ish Sodhi,BOW,50,69,RAJASTHAN ROYALS
Jofra Archer,AR,720,1000,RAJASTHAN ROYALS
Mahipal Lomror,AR,20,27,RAJASTHAN ROYALS
Oshane Thomas,BOW,110,152,RAJASTHAN ROYALS
Rahul Chahar,BOW,190,263,MUMBAI INDIANS
Anukul Roy,AR,20,27,MUMBAI INDIANS
Mayank Markande,BOW,20,27,MUMBAI INDIANS
Rasikh Salam,BOW,20,27,MUMBAI INDIANS
Ben Cutting,AR,220,305,MUMBAI INDIANS
Kieron Pollard,AR,540,750,MUMBAI INDIANS
Jason Behrendorff,BOW,100,138,MUMBAI INDIANS
Mitchell McClenaghan,BOW,100,138,MUMBAI INDIANS
Aditya Tare,BAT/WK,20,27,MUMBAI INDIANS
Rohit Sharma,BAT,1500,2083,MUMBAI INDIANS
Yuvraj Singh,AR,100,138,MUMBAI INDIANS
Quinton de Kock,BAT/WK,280,388,MUMBAI INDIANS
Siddhesh Lad,BAT,20,27,MUMBAI INDIANS
Evin Lewis,BAT,380,527,MUMBAI INDIANS
Suryakumar Yadav,BAT,320,444,MUMBAI INDIANS
Jayant Yadav,AR,50,69,MUMBAI INDIANS
Adam Milne,BOW,75,104,MUMBAI INDIANS
Krunal Pandya,AR,880,1222,MUMBAI INDIANS
Lasith Malinga,BOW,200,277,MUMBAI INDIANS
Barinder Sran,BOW,340,472,MUMBAI INDIANS
Hardik Pandya,AR,1100,1527,MUMBAI INDIANS
Jasprit Bumrah,BOW,700,972,MUMBAI INDIANS
Pankaj Jaiswal,AR,20,27,MUMBAI INDIANS
Ishan Kishan,BAT/WK,620,861,MUMBAI INDIANS
Anmolpreet Singh,BAT,80,111,MUMBAI INDIANS
Abhishek Sharma,AR,55,76,SUNRISERS HYDERABAD
David Warner,BAT,1250,1736,SUNRISERS HYDERABAD
Martin Guptill,BAT,100,138,SUNRISERS HYDERABAD
Mohammad Nabi,AR,100,138,SUNRISERS HYDERABAD
Kane Williamson,BAT,300,416,SUNRISERS HYDERABAD
Wriddhiman Saha,BAT/WK,120,166,SUNRISERS HYDERABAD
Manish Pandey,BAT,1100,1527,SUNRISERS HYDERABAD
Jonny Bairstow,BAT/WK,220,305,SUNRISERS HYDERABAD
Shreevats Goswami,BAT/WK,100,138,SUNRISERS HYDERABAD
Shahbaz Nadeem,BOW,320,444,SUNRISERS HYDERABAD
Yusuf Pathan,AR,190,263,SUNRISERS HYDERABAD
Bhuvneshwar Kumar,BOW,850,1180,SUNRISERS HYDERABAD
Siddarth Kaul,BOW,380,527,SUNRISERS HYDERABAD
Sandeep Sharma,BOW,300,416,SUNRISERS HYDERABAD
Vijay Shankar,AR,320,444,SUNRISERS HYDERABAD
Deepak Hooda,BAT,360,500,SUNRISERS HYDERABAD
Billy Stanlake,BOW,50,69,SUNRISERS HYDERABAD
Shakib Al Hasan,AR,200,277,SUNRISERS HYDERABAD
Ricky Bhui,BAT,20,27,SUNRISERS HYDERABAD
Basil Thampi,BOW,95,131,SUNRISERS HYDERABAD
Rashid Khan,BOW,900,1250,SUNRISERS HYDERABAD
T Natarajan,BOW,40,55,SUNRISERS HYDERABAD
Khaleel Ahmed,BOW,300,416,SUNRISERS HYDERABAD
